,Title,Runtime,Stars,Year,Budget,Promo,Season,Rating,Genre,R1,R2,R3,Success
106,"""Heartbreak Hotel: A Love Farce""",145,3,2012,113.87724557258183,152.37601447258612,Spring,PG,Romantic Comedy,"""An attempt at drama that lacks emotional depth and resonance.""","""A visually captivating masterpiece that mesmerizes with its visuals.""","""A disappointing conclusion that fails to tie loose ends.""",False
107,"""Chaos and Cupid's Arrow""",133,4,2002,37.222314420958256,52.01319824527353,Summer,PG13,Romantic Comedy,"""An uninspiring narrative that lacks depth and complexity.""","""A film that struggles to hold attention or create suspense.""","""An underwhelming cinematic effort that lacks substance.""",False
108,"""Love at First Blunder""",132,1,2012,103.688443447172,149.41719840875442,Winter,PG13,Romantic Comedy,"""A lack of engaging elements and impactful scenes.""","""An inspiring story that resonates deeply with its audience.""","""An attempt at humor that misses the mark and feels forced.""",False
109,"""The Clumsy Courtship Chronicles""",130,3,2014,57.80755016896091,36.78287887428009,Summer,R,Romantic Comedy,"""A movie that fails to deliver on its promising premise.""","""An uninspired performance from the cast affects the overall impact.""","""A film that enchants and captivates audiences effortlessly.""",False
110,"""Rogue Protocol""",142,1,2000,70.94444233526323,90.10920244769048,Fall,R,Action,"""A film that feels disjointed and inconsistent in its storytelling.""","""An unconvincing attempt at character development.""","""A movie that lacks coherence and consistency in its narrative.""",False
111,"""Shadow Strike""",131,3,2013,77.26550744640242,39.59266570765621,Fall,R,Action,"""An immersive narrative that sparks imagination and wonder.""","""A celebration of the human spirit that uplifts and inspires.""","""A lack of originality in execution and plot twists.""",True
112,"""The Last Stand""",126,1,2008,82.18452696600961,66.15117794028598,Summer,PG,Action,"""An uninspiring plotline with lackluster storytelling.""","""A film that fails to establish a connection with its audience.""","""A cinematic triumph that skillfully balances drama and emotion.""",False
113,"""Code Red: Retribution""",130,3,2002,62.92716116934797,36.81217201462774,Winter,PG13,Action,"""An emotionally resonant journey that touches the heartstrings.""","""An attempt at drama that falls flat, lacking emotional resonance.""","""A timeless classic that leaves a lasting imprint on cinema.""",True
114,"""Thunderbolt Assault""",125,0,2018,160841585.09163028,218.47132604620754,Summer,R,Action,"""A visually stunning experience that transports viewers to new realms.""","""A movie that lacks a clear direction or purpose.""","""An underdeveloped script with shallow character arcs.""",True
115,"""Zero Hour: Nemesis Rising""",118,3,2004,33.427210872640394,30.96450843403869,Fall,R,Action,"""A disappointing plot that fails to engage or intrigue.""","""An uninspired narrative that lacks compelling moments.""","""An enchanting tale that sparks laughter, tears, and reflection.""",False
116,"""Savage Fury""",122,2,2012,98.48996591207738,113.12019291454459,Spring,PG13,Action,"""A movie that fails to explore its themes with depth.""","""A celebration of resilience and courage that resonates universally.""","""A film that remains relevant and impactful across generations.""",False
117,"""Black Ops: Extraction""",135,2,2018,104.78021554508955,100.8306710981969,Spring,R,Action,"""An unconvincing portrayal of conflict and resolution.""","""An immersive narrative that captivates with its rich storytelling.""","""A cinematic treasure that shines brightly with each viewing.""",False
118,"""Warrior's Resolve""",129,1,2018,95.92114739336117,70.21708872396982,Summer,R,Action,"""A heartwarming experience that leaves a sense of joy and fulfillment.""","""A lack of innovation or creativity in the storyline.""","""An underwhelming ending that leaves audiences unsatisfied.""",True
119,"""Apex Predator""",135,1,2016,52.867007605530304,69.28120416059662,Spring,R,Action,"""A testament to the art of storytelling, engaging minds and hearts.""","""A film that transcends boundaries, appealing to a broad audience.""","""A film that feels rushed and lacking in development.""",True
120,"""Renegade Justice""",133,1,2019,61.8281378024516,34.75315396106626,Winter,PG13,Action,"""An attempt at suspense that fails to build tension.""","""A captivating journey that evokes a range of emotions.""","""An uplifting narrative that inspires and resonates with optimism.""",False
121,"""Final Reckoning""",118,0,2010,63.08872776002378,82.09815844119973,Winter,PG13,Action,"""A movie that struggles to find its identity and purpose.""","""A celebration of diversity and inclusivity that leaves a positive mark.""","""A film that resonates deeply, leaving a profound impact.""",False
122,"""Bloodlines: Vendetta""",131,0,2022,197.54391138539106,219.27321982678998,Summer,PG,Action,"""An uninspired performance that lacks emotional depth.""","""An enchanting story that captures the essence of love and friendship.""","""A cinematic treasure that stands out for its compelling characters.""",False
123,"""Dark Horizon: Eclipse of Honor""",137,4,2004,209.8404918156194,294.96302413966964,Summer,PG,Action,"""A disappointing conclusion to an otherwise promising premise.""","""An uneventful film that lacks impactful moments.""","""A visually striking masterpiece that mesmerizes with its artistry.""",True
124,"""Rapid Fire: Redemption""",131,1,2009,35.53836913718592,45.83679993834919,Spring,R,Action,"""A lack of depth in storytelling and character motivations.""","""A touching narrative that celebrates the beauty of human connections.""","""An uninspiring script with unmemorable dialogue.""",False
125,"""Deadly Pursuit""",128,1,2015,122.50772113943091,101.32659744164667,Fall,PG,Action,"""A confusing narrative structure that hinders viewer understanding.""","""An unremarkable cinematic effort that fails to engage audiences.""","""An exhilarating ride filled with suspense, excitement, and heart.""",False
126,"""Hellfire Protocol""",134,0,2023,90.71511173591958,67.19117914167622,Spring,R,Action,"""A movie that fails to leave a lasting impression or resonance.""","""An attempt at humor that falls flat, missing its mark.""","""A poorly executed film that lacks cohesion and purpose.""",False
127,"""Steel Titans""",124,0,2003,31.169814451821235,22.776713073199495,Summer,PG,Action,"""An uninspired plotline with predictable outcomes.""","""A film that feels aimless and struggles to find direction.""","""An unconvincing portrayal of conflict and resolution.""",False
128,"""Ultimate Showdown""",130,0,2008,49.48508740084939,69.5391586025939,Winter,PG,Action,"""A lack of chemistry between characters affects the movie's impact.""","""A tedious viewing experience with uninteresting twists.""","""An unengaging narrative that lacks compelling elements.""",False
129,"""Fatal Recon""",128,0,2019,190.01045548670936,116.81011232725113,Summer,PG13,Action,"""A testament to the magic of storytelling, captivating audiences.""","""A disappointing attempt at entertainment with little substance.""","""An underdeveloped script with shallow character arcs.""",True
130,"""Viper Strike""",124,2,2005,97411623.66506207,54.58221633179747,Fall,PG,Action,"""A film that fails to evoke genuine emotion or connection.""","""A heartwarming tale that brings warmth and joy to every viewer.""","""A lack of coherence in the plot leaves audiences confused.""",False
131,"""Death's Gambit""",118,2,2017,28.989999031231672,34.24451357911074,Summer,PG,Action,"""An uninspiring storyline that feels disjointed and incomplete.""","""A forgettable film that fails to resonate or leave an impact.""","""A slow-paced movie that struggles to maintain interest.""",False
132,"""Shadow Ops: Dark Agenda""",140,2,2021,123.11072198349324,147.22129309250292,Winter,PG,Action,"""An attempt at suspense that lacks genuine thrills.""","""A lackluster performance from the cast diminishes the film.""","""A predictable plot that fails to offer surprises.""",False
133,"""Edge of Fury""",128,1,2016,108.21805110298872,116.73139600265277,Fall,PG,Action,"""An unconvincing portrayal of emotion and drama.""","""A lack of originality hinders the overall appeal.""","""A disappointing cinematic effort with weak character development.""",False
134,"""Mortal Combatants""",130,1,2014,124.18483395409488,104.40370969891138,Spring,PG13,Action,"""An uninspired film that falls short of expectations.""","""A poorly executed attempt at storytelling.""","""A visually captivating spectacle that transports viewers to new worlds.""",False
135,"""Warpath: Thunder Squad""",130,1,2010,52.65252670726486,71.9941087165111,Fall,R,Action,"""A confusing narrative that leaves viewers disconnected.""","""A timeless classic that continues to captivate audiences.""","""An unremarkable film with forgettable characters and plot.""",False
136,"""Reign of Chaos""",132,0,2007,83.1897446592576,113.91145371986215,Summer,PG13,Action,"""A tedious movie that lacks depth and fails to captivate.""","""An underwhelming cinematic experience with little impact.""","""A disjointed storyline that struggles to find its footing.""",False
137,"""Assault on Fury Island""",128,1,2020,36.377027319166885,33.768926914302426,Winter,PG13,Action,"""A lackluster film that fails to engage or inspire.""","""A poorly executed film that struggles to maintain viewer interest.""","""An uninspired attempt at storytelling with a lack of engaging elements.""",False
138,"""Hellstorm Rising""",127,3,2012,56.88222728190114,72.98933691970214,Fall,PG13,Action,"""A forgettable cinematic effort that fails to leave a lasting impression.""","""An unremarkable film with little to offer in terms of substance.""","""A lack of cohesion in the storyline results in a confusing viewing experience.""",False
139,"""Rogue Agent: Code Black""",130,3,2012,53.0024401386537,26.78501341481518,Summer,PG13,Action,"""An uninspiring plot with underdeveloped characters and weak performances.""","""A film that falls short in creating a believable and immersive world.""","""An attempt at suspense that fails to deliver genuine thrills.""",False
